en,ru
it is an affair of a few days,it is an affair of a few days
it is but a few steps to my house,it is but a few steps to my house
not a few,not a few
quite a few,quite a few
the few,the few
visits are few and far between,visits are few and far between
we'll have them down for a few days,we'll have them down for a few days
have no say in the matter,have no say in the matter
sooth to say,sooth to say
word,All dictionaries
in search of a dictionary,создатель нового направления в искусстве
he asked it of me,я узнал это от него
to cure of a disease (illness),15. от (указывает на объект избавления)
that he of all men should do it!,"кто угодно, но не он"
a word in season,человек слова
to believe something on somebody's bare word,поверить на слово (кому-либо)
give the word,"дать слово, обещать"
he devoured every word,он ни слова не ответил
he is a man of few words,он и разговаривать не желает; от него слова не добьешься
he was at a loss for words,он в точности повторил мои слова
he was that angry he couldn't say a word,потерять след; он не мог сказать ни слова
his words and actions do not jibe,дела его расходятся со словами
in the strict sense of the word,"в точном значении слова, в самом точном значении слова"
in the true sense of the word,"в точном значении слова, в самом точном значении слова"
in deed and not in name,словом и делом
it is not the word,вы часто употребляете это слово?
it is too beautiful for words,"не то слово, это еще слабо сказано"
not to breathe a word,он не проронил ни слова
put in a word for,настаивать на буквальном значении слов
the last word in something,последнее слово в науке
the last word on something,последний крик моды; последнее слово (в какой-либо области)
thrust in a word,это слово вошло в английский язык в 18 веке
variant spellings of a word,вариант написания слова
word in one's ear,слово в слово; буквально
words of cheer,не нахожу слов
a word in season,a man of his word
a word to the wise,a word in season
get a word in edgewise,get a word in edgeways
give the word,give one's word
go back upon one's word,go back from one's word
he was at a loss for words,he used the very same words as I had
I had hardly uttered a word,I cannot think of the right word
insert a word,in one word
in the strict sense of the word,in the strictest sense of the word
in the true sense of the word,in the strict sense of the word
is this word part of your ideolect?,is this word part of your ideolect
it is too beautiful for words,it is not the word
on the word,not to breathe a word
pass one's word for,pass one's word
pass the word,pass one's word for
pick one's words,pawn one's word
say the word,say a few words
the last word in science,the in word to use
the last word in something,the last word in science
the last word on something,the last word in something
this word was naturalized in English in the 18th century,this word is in common currency
variant spellings of a word,variant spelling of a word
word for word,word a telegram
a house by the river,a house by the river
a path by the river,a path by the river
we went by the house,we went by the house
we travelled by a village,we travelled by a village
by five o'clock,by five o'clock
a book by Dickens,a book by Dickens
the book was written by a famous writer,the book was written by a famous writer
by plane,by plane
самолетом;,самолетом;
by the yard,by the yard
"в ярдах, ярдами;","в ярдах, ярдами;"
by the pound,by the pound
самотеком;,самотеком;
случайно;,случайно;
by the law,by the law
по договору;,по договору;
let me have a squint at it,let me have a squint at it
let me have a squint at it,let's have a go at it
be called to the Bar,be called to the Bar
be called within the Bar,be called within the Bar
and,ways
and,так и этак
the bank has advanced the rate of discount to 5%,the bank has advanced the rate of discount to 5%
sixty-four-dollar,sixty-four-dollar
sixty-one,sixty-one
sizar,sizar
sizzling,sizzling
skald,skald
skat,skat
skating-rink,skating-rink
skeletonize,skeletonize
skerry,skerry
it is only a matter of lsd,a matter of opinion
it is only a matter of lsd,it is only a matter of lsd
he is the man for the position,пусть он выскажется
from before the war,a day before the fair
a rash broke out on his body,a rash broke out on his body
thankee,thankee
that's,that's very decent of you
Phrases with that's,Phrases with that's
that's a bargain,that's a bargain
that's a mercy!,that's a mercy!
that's famous,that's famous
that's his pigeon,that's his pigeon
that's my look-out,that's my look-out
that's my pigeon,that's my pigeon
that's the idea,that's the idea
yon,yon
yonder,yonder
you,you
you'd,you'd
you-know-what,you-know-what
you'll,you'll
