en,ru
-Not enough time.,- Не хватает времени..
Two good ol' boys in a fire-apple red convertible. Stoned.,В этот момент я почувствовал чудовищный протест против всей ситуации.
Whoa!,Ух!
- Ñ. 42-44.,- Ñ. 128-135.
Freeze!,Не двигаться!
"Nolan, you have to know that through this whole nightmare...","Нолан, ты должен знать что несмотря на весь этот кошмар"
"Yeah, I'm seeing you.","Да, я встретил вас."
No...,- Нет...
I'm sorry.,Прости.
Bitchen.,Потрясно.
Aah!,ААА!
I don't think it's a woman.,"Не-а... Не думаю, что это женщина."
Don't you want to have sex?,Ты не хочешь заняться любовью?
Melrose (Montana) 406835 **** Phone,Мелроуз (Монтана) 406835 **** Телефон
"No, I want everything that's comin' to me.","Я не знаю, где касса. Где она? - Это всё?"
I'm taking the train.,"Да, но я на поезде."
Hank!,Хэнк!
"I mean, look at this.","Буквально, взгляни на это."
I love your accent.,Мне нравится твой акцент.
21/03/13,21/03/13
"Oh, geez.",- Братан.
I'll bet the crows did it.,"Это, наверняка, вороны."
Laurel!,Лорел!
You with anybody?,С тобой кто нибудь есть?
You know?,Знаешь?
Did she specifically ask you about the case?,Она спрашивала вас коткретно об этом деле?
Dad?,-Пап? .. -Отец!
I've only shown this to one other girl.,Я показывала это только другой девочки.
Who are you meeting with?,С кем встречаешься?
- That's pretty much everything.,"- Так это, считай, всё."
Ooh.,Ooh.
Ed.,Ed.
Monday to Friday from 9 a.m. to 5.30 p.m.,Корпус DC1
Well..... I've been busy.,"Ну, я был занят."
"Hey, so... I brought you something.","Эй, я тебе кое-что привезла."
Who?,О ком?
The Cabbana Resort  Spa,The Cabbana Resort  Spa
End: 10/05/2009 - 00:00,05 / 3
Sayid and Kate are waiting for you at the helicopter.,Саид и Кейт ждут тебя у вертолета.
I'm takin' you on a job.,"- Расслабься Томми, я понял."
You knew about this?,Вы знали об этом? - Да.
You still have a choice.,У тебя есть выбор.
- To be polite,- Будь вежливым.
"Sweetie, you know why I'm here?","Солнышко, знаешь зачем я здесь?"
"No, he's really sorry you couldn't make it, too.","Да, он тоже очень расстроился, что ты не пришла."
It was more like a killers franchise.,Больше похоже на разделение сфер влияния.
That's what I'm trying to tell you.,А я тебе о чем.
"That if he dies, you can't be a princess?","Ведь если он умрет, ты не сможешь быть принцессой?"
8. Banderlogi,8. Бесконечный поединок (feat. Катакомбы)
It has a basin in the interior.,Часть работает в сфере обслуживания.
try to think of me and be inspired.,подумайте обо мне и вдохновитесь.
Um...,Эм...
- Halgar Fenrirsson : 20/5/2011 15:15,"Re: Для ""Римской славы"" :) - Alexius : 5/6/2007 03:49"
- That's a good start.,Неплохое начало.
Here's a bit of good news.,Вот немного хороших новостей.
Sounds like we got a deal. One condition.,"Согласна, но ты должен мне дать слово."
What?,Что ?
Squeak!,Сквик!
There's just nothing coming out.,Мы ничего не подаем.
Umi (18),Umi (18)
- Know any TV people?,Вызнаете людей с телевидения?
"Okay, I...","Ладно, я..."
Abby.,Эбби.
I know you got a lot going on with Mike.,"Я в курсе, что у тебя голова занята Майком."
How about this? 50-50.,А как насчет этого?
"Ma'am, we have to be careful.","Мэм, мы должны быть крайне осторожны."
Tip: A round of the Naschmarkt,Совет: кружок по рынку Нашмаркт
"Okay, all right, okay.","Так, ничего, ничего."
"Not normally. Normally, you're very serious.","Не обычно, обычно ты очень серьезная."
"Wednesday, 22 November","Среда, 22 ноября"
Call me back.,Перезвони.
- I heard about your new job.,- Слышал о твоей новой работе.
Working Group on Financial Regulations and Rules,Рабочая группа по Финансовым положениям и правилам
What he said.,"То, что он сказал."
"My dear cousin, your son is already bathed in glory!","Поздравляю, кузен. Ваш сын герой. Мы все обязаны ему жизнью."
Sorry.,-Это не одно и тоже.
- Why don't you have Rosen?,- Почему Розен не с тобой?
"So, why did you split?",Так почему ты убежала от нас?
Don't fool around with them.,Не вздумайте ими играться.
"No, you don't even know them.","""Нет, там будут только девушки, и ты их не знаeшь""."
1,"[size=""1""][color=""#666686""][I]Добавлено через 5 минут[/I][/color][/size]"
We're going to go after all of them.,Их всех!
- Do I need to carry a piece? - Josh.,- Я должен принести мир?
Aren't you supposed to know where stuff is?,"Разве не ты должен знать, где вещи?"
He should put me out of my misery.,Пусть избавит меня от страданий.
Press Home,Главная
- Eugene? - We gotta--what?,Мы должны - что?
"Windows, Mac, or Linux","Windows, Mac или Linux"
5751 (28 September 2007),5751 (28 сентября 2007 года)
Are they...?,Они что...?
Model: RAWT-18002MG,Модель:
